ID number,Surname,Faculty,Origin,A file has been uploaded.,A submission has been submitted.,Comment created,Course module viewed,Discussion viewed,Grade overview report viewed,Grade user report viewed,Quiz attempt started,Quiz attempt submitted,Quiz attempt summary viewed,Quiz attempt viewed,Submission created.,Submission form viewed.,Submission updated.,The status of the submission has been viewed.,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,Total Events,Label_Semester,Label_Final,Label_Total
PHY103__145,PHY103_Masked_289,Pharmacy,"web, ws",1,1,0,11,4,0,0,1,1,0,85,1,6,0,15,0,0,0,0,0,0,0,0,0,0,2,3,5,7,14,94,1,126,40,36,76
PHY103_146,PHY103_Masked_290,Agriculture,web,2,2,0,17,2,0,0,1,1,1,47,1,25,1,14,0,0,0,0,0,0,0,0,0,1,0,0,4,5,41,63,0,114,37,18,55
PHY103__146,PHY103_Masked_291,Pharmacy,"web, ws",4,4,0,37,4,0,0,1,1,1,81,3,14,1,22,0,0,0,0,0,0,0,0,0,0,1,0,1,1,50,120,0,173,40,22,62
PHY103_147,PHY103_Masked_292,Pharmacy,ws,0,0,0,22,4,0,3,2,2,6,118,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,2,4,20,123,0,160,32,30,62
PHY103__147,PHY103_Masked_293,Applied Medical Sciences,web,1,1,1,30,4,0,0,1,1,1,85,1,11,0,15,0,0,0,0,0,0,0,0,0,0,0,10,8,3,28,103,0,152,39,30,69
PHY103_148,PHY103_Masked_294,Agriculture,"web, ws",10,10,0,19,4,0,0,1,1,1,48,1,14,9,46,0,0,0,0,0,0,0,0,0,1,0,12,0,6,83,62,0,164,38,36,74
PHY103__148,PHY103_Masked_295,Applied Medical Sciences,web,2,2,0,28,4,0,5,1,1,2,114,1,15,1,12,0,0,0,0,0,0,0,0,0,0,6,3,1,2,39,137,0,188,30,34,64
PHY103_149,PHY103_Masked_296,Pharmacy,web,1,1,0,26,1,0,0,1,1,1,158,1,6,0,11,0,0,0,0,0,0,0,0,0,1,4,7,3,5,15,173,0,208,43,36,79
PHY103__149,PHY103_Masked_297,Agriculture,"web, ws",3,3,0,34,2,0,1,1,1,0,19,3,8,0,21,0,0,0,0,0,0,0,0,0,3,0,1,0,14,29,49,0,96,45,42,87
PHY103_150,PHY103_Masked_298,Applied Medical Sciences,"web, ws",1,1,0,10,2,0,1,1,1,1,74,1,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,88,0,115,33,18,51
PHY103__150,PHY103_Masked_299,Pharmacy,"web, ws",1,1,0,10,4,0,2,1,1,2,153,1,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,4,7,162,0,181,40,28,68
PHY103_151,PHY103_Masked_300,Pharmacy,web,2,2,0,11,5,0,0,1,1,1,87,2,18,0,18,0,0,0,0,0,0,0,0,0,0,3,4,4,3,37,97,0,148,43,42,85
PHY103__151,PHY103_Masked_301,Pharmacy,"web, ws",2,2,0,15,4,0,5,1,1,1,72,2,7,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,92,0,120,37,20,57
PHY103_152,PHY103_Masked_302,Agriculture,web,1,1,0,12,3,0,0,1,1,1,117,1,3,0,7,0,0,0,0,0,0,0,0,0,0,2,2,0,3,13,128,0,148,39,22,61
PHY103__152,PHY103_Masked_303,Applied Medical Sciences,"web, ws",1,1,0,12,4,0,0,1,1,2,114,1,0,0,19,0,0,0,0,0,0,0,0,1,0,1,1,0,8,14,124,7,156,46,40,86
PHY103_153,PHY103_Masked_304,Pharmacy,"web, ws",0,0,0,7,2,0,0,1,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,67,2,73,44,36,80
PHY103__153,PHY103_Masked_305,Agriculture,"web, ws",1,1,0,14,2,0,13,1,1,3,74,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,9,3,1,24,89,3,129,31,22,53
PHY103_154,PHY103_Masked_306,Pharmacy,ws,1,1,0,5,4,0,5,1,1,3,205,1,0,0,24,0,0,0,0,0,0,0,0,3,0,0,9,4,4,19,212,0,251,36,26,62
PHY103__154,PHY103_Masked_307,Pharmacy,"web, ws",1,1,0,17,2,0,1,1,1,1,97,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,4,2,14,115,5,141,36,32,68
PHY103_155,PHY103_Masked_308,Pharmacy,web,2,2,0,2,4,0,0,1,1,1,68,1,11,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,6,21,73,0,102,27,30,57
PHY103__155,PHY103_Masked_309,Pharmacy,"web, ws",2,2,0,16,1,0,0,1,1,1,169,2,0,0,7,0,0,0,0,0,0,0,0,0,2,1,3,0,0,13,183,0,202,38,36,74
PHY103_156,PHY103_Masked_310,Pharmacy,web,1,1,0,5,0,0,0,1,1,1,72,1,7,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,79,0,93,46,22,68
PHY103__156,PHY103_Masked_311,Agriculture,"web, ws",2,2,0,32,9,0,2,1,1,2,46,2,2,0,20,0,0,0,0,0,0,0,0,0,0,12,8,1,1,28,70,1,121,42,50,92
PHY103_157,PHY103_Masked_312,Pharmacy,"web, ws",1,1,0,18,1,0,0,1,1,1,87,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,106,0,115,38,26,64
PHY103__157,PHY103_Masked_313,Pharmacy,"web, ws",2,2,0,12,4,0,1,1,1,0,26,2,13,0,11,0,0,0,0,0,0,0,0,0,0,0,12,0,1,31,31,0,75,40,30,70
PHY103_158,PHY103_Masked_314,Agriculture,web,1,1,0,11,10,0,0,1,1,1,77,1,5,0,9,0,0,0,0,0,0,0,0,0,0,3,6,0,2,21,86,0,118,24,20,44
PHY103__158,PHY103_Masked_315,Agriculture,web,2,2,0,16,5,0,1,1,1,1,103,2,14,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,3,49,120,0,173,42,26,68
PHY103_159,PHY103_Masked_316,Pharmacy,"web, ws",1,1,0,17,4,0,0,1,1,1,59,1,7,0,8,0,0,0,0,0,0,0,0,0,0,0,8,1,0,18,74,0,101,38,24,62
PHY103__159,PHY103_Masked_317,Agriculture,"web, ws",1,1,0,21,0,0,6,1,1,1,52,1,4,0,15,0,0,0,0,0,0,0,0,0,0,2,3,0,3,23,72,1,104,41,22,63
PHY103_160,PHY103_Masked_318,Pharmacy,web,1,1,0,8,6,0,0,1,1,1,59,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,6,16,67,1,94,40,10,50
PHY103__160,PHY103_Masked_319,Applied Medical Sciences,web,1,1,0,22,4,0,0,1,1,1,103,1,10,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,10,27,127,0,166,27,40,67
PHY103_161,PHY103_Masked_320,Agriculture,"web, ws",4,4,0,7,3,0,0,1,0,1,80,1,37,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,58,86,0,153,37,18,55
PHY103__161,PHY103_Masked_321,Pharmacy,"web, ws",2,2,0,11,3,0,0,2,2,1,161,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,157,0,195,45,34,79
PHY103_162,PHY103_Masked_322,Agriculture,"web, ws",1,1,1,21,3,0,0,1,1,2,114,1,10,0,27,0,0,0,0,0,0,0,0,1,0,0,8,4,11,27,132,0,183,39,30,69
PHY103__162,PHY103_Masked_323,Pharmacy,web,1,1,0,17,4,0,0,1,1,1,54,1,9,0,3,0,0,0,0,0,0,0,0,1,1,0,5,0,1,20,65,0,93,46,36,82
PHY103_163,PHY103_Masked_324,Pharmacy,"web, ws",1,1,0,18,3,0,0,1,1,6,277,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,6,1,4,20,296,1,329,28,34,62
PHY103__163,PHY103_Masked_325,Agriculture,"web, ws",1,1,0,13,3,0,0,1,1,8,156,1,6,0,13,0,0,0,0,0,0,0,0,0,1,3,1,1,3,21,172,2,204,37,42,79
PHY103_164,PHY103_Masked_326,Pharmacy,"web, ws",1,1,0,16,4,0,3,1,1,1,35,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18,55,1,77,41,32,73
PHY103__164,PHY103_Masked_327,Pharmacy,"web, ws",3,3,0,23,2,0,4,1,1,0,80,3,5,0,21,0,0,0,0,0,0,0,0,0,0,5,5,12,14,22,88,0,146,44,46,90
PHY103_165,PHY103_Masked_328,Agriculture,web,1,1,0,43,4,0,0,1,1,0,189,1,3,0,18,0,0,0,0,0,0,0,0,0,2,3,8,1,5,11,231,1,262,29,21,50
PHY103__165,PHY103_Masked_329,Agriculture,web,1,1,0,15,0,0,0,1,1,1,44,1,2,0,10,0,0,0,0,0,0,0,0,0,0,3,0,1,5,10,58,0,77,33,44,77
PHY103_166,PHY103_Masked_330,Pharmacy,web,2,2,0,7,0,0,0,1,1,1,103,2,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,113,0,147,28,28,56
PHY103__166,PHY103_Masked_331,Pharmacy,"web, ws",1,1,0,7,1,0,0,1,1,1,102,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,111,0,125,46,26,72
PHY103_167,PHY103_Masked_332,Pharmacy,web,2,2,0,4,2,0,0,1,1,1,57,2,8,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,64,0,93,34,26,60
PHY103__167,PHY103_Masked_333,Pharmacy,"web, ws",1,1,0,8,5,0,1,1,1,2,76,1,3,0,13,0,0,0,0,0,0,0,0,0,0,1,3,1,2,22,84,0,113,42,26,68
PHY103_168,PHY103_Masked_334,Applied Medical Sciences,"web, ws",1,1,0,35,4,0,0,1,1,1,102,1,2,0,30,0,0,0,0,0,0,0,0,0,0,3,3,0,11,30,132,0,179,37,34,71
PHY103__168,PHY103_Masked_335,Pharmacy,web,0,0,0,21,4,0,0,1,1,2,61,0,1,0,9,0,0,0,0,0,0,0,0,0,0,2,7,0,1,13,75,2,100,42,38,80
PHY103_169,PHY103_Masked_336,Pharmacy,web,1,1,0,12,1,0,0,1,1,1,44,1,7,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,3,19,53,0,77,45,30,75
PHY103__169,PHY103_Masked_337,Applied Medical Sciences,"web, ws",2,2,0,11,2,0,3,1,1,0,130,2,18,0,36,0,0,0,0,0,0,0,0,0,1,0,8,11,1,41,146,0,208,30,26,56
PHY103_170,PHY103_Masked_338,Pharmacy,"web, ws",1,1,0,15,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,2,11,9,0,0,5,0,0,28,2,48,50
PHY103__170,PHY103_Masked_339,Pharmacy,"web, ws",0,0,0,5,1,0,4,1,1,6,85,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,100,0,105,23,34,57
PHY103_171,PHY103_Masked_340,Agriculture,"web, ws",1,1,0,26,1,0,0,1,1,0,105,1,0,0,5,0,0,0,0,0,0,0,0,1,0,5,1,2,2,15,116,0,142,39,34,73
PHY103__171,PHY103_Masked_341,Applied Medical Sciences,web,2,2,0,6,4,0,0,1,1,1,106,2,23,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,117,0,169,37,28,65
PHY103_172,PHY103_Masked_342,Applied Medical Sciences,"web, ws",1,1,0,26,9,0,0,1,1,1,46,1,3,0,17,0,0,0,0,0,0,0,0,0,3,8,19,0,2,18,57,0,107,26,42,68
PHY103__172,PHY103_Masked_343,Pharmacy,web,0,0,0,4,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,15,19,12,28,40
PHY103_173,PHY103_Masked_344,Applied Medical Sciences,web,1,1,0,26,6,0,0,1,1,1,100,1,4,0,7,0,0,0,0,0,0,0,0,0,0,7,1,0,2,20,119,0,149,30,32,62
PHY103__173,PHY103_Masked_345,Agriculture,web,0,0,0,11,5,0,1,2,2,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,18,40,0,63,38,42,80
PHY103_174,PHY103_Masked_346,Applied Medical Sciences,web,1,1,0,31,0,0,0,1,1,1,112,1,6,0,23,0,0,0,0,0,0,0,0,1,1,5,4,1,8,25,132,1,178,24,26,50
PHY103__174,PHY103_Masked_347,Agriculture,"web, ws",2,2,0,15,4,0,0,1,1,1,110,2,10,0,14,0,0,0,0,0,0,0,0,0,0,1,8,2,2,30,119,0,162,43,42,85
PHY103_175,PHY103_Masked_348,Pharmacy,web,1,1,0,83,12,0,0,1,1,0,23,1,5,0,29,0,0,0,0,0,0,0,0,0,2,14,14,12,11,33,60,11,157,38,44,82
PHY103__175,PHY103_Masked_349,Agriculture,web,1,1,0,22,5,0,0,1,1,1,29,1,13,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,53,0,79,36,30,66
PHY103_176,PHY103_Masked_350,Agriculture,web,0,0,0,24,3,0,0,1,1,0,126,0,0,0,2,0,0,0,0,0,0,0,0,0,1,11,4,1,1,2,137,0,157,33,26,59
PHY103__176,PHY103_Masked_351,Pharmacy,"web, ws",2,2,0,19,0,0,0,1,1,1,62,1,3,1,31,0,0,0,0,0,0,0,0,0,0,0,8,0,7,31,78,0,124,46,46,92
PHY103_177,PHY103_Masked_352,Agriculture,"web, ws",2,2,0,20,6,0,9,2,2,5,49,1,1,1,24,0,0,0,0,0,0,0,0,0,0,4,10,1,2,49,57,1,124,40,32,72
PHY103__177,PHY103_Masked_353,Agriculture,"web, ws",2,2,0,25,7,0,0,1,1,1,62,2,10,0,11,0,0,0,0,0,0,0,0,0,0,6,1,0,15,29,67,6,124,30,30,60
PHY103_178,PHY103_Masked_354,Applied Medical Sciences,"web, ws",2,2,0,12,3,0,1,1,1,1,153,2,4,0,10,0,0,0,0,0,0,0,0,0,0,5,3,0,3,19,162,0,192,36,24,60
PHY103__178,PHY103_Masked_355,Pharmacy,"web, ws",1,1,0,15,1,0,1,1,1,1,70,1,5,0,10,0,0,0,0,0,0,0,0,0,0,4,1,0,1,18,83,1,108,46,28,74
PHY103_179,PHY103_Masked_356,Applied Medical Sciences,web,1,1,0,31,9,0,2,1,1,2,288,1,3,0,23,0,0,0,0,0,0,0,0,0,0,1,1,0,2,57,302,0,363,40,34,74
PHY103__179,PHY103_Masked_357,Pharmacy,"web, ws",1,1,0,5,1,0,0,1,1,2,111,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,119,0,134,46,20,66
PHY103_180,PHY103_Masked_358,Applied Medical Sciences,"web, ws",1,1,0,16,8,0,0,1,1,1,75,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,81,0,115,29,24,53
PHY103__180,PHY103_Masked_359,Pharmacy,"web, ws",1,1,0,2,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,13,18,32,50
PHY103_181,PHY103_Masked_360,Pharmacy,web,1,1,0,19,4,0,0,1,1,1,55,1,9,0,10,0,0,0,0,0,0,0,0,0,0,0,3,2,0,23,75,0,103,43,34,77
PHY103__181,PHY103_Masked_361,Pharmacy,web,0,0,0,13,1,0,0,1,1,0,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,97,0,110,36,24,60
PHY103_182,PHY103_Masked_362,Pharmacy,web,1,1,0,12,0,0,0,1,1,0,38,1,6,0,6,0,0,0,0,0,0,0,0,0,0,6,2,0,0,15,44,0,67,33,50,83
PHY103__182,PHY103_Masked_363,Applied Medical Sciences,web,2,2,0,15,9,0,0,1,1,1,57,1,34,1,19,0,0,0,0,0,0,0,0,0,0,2,0,1,11,60,68,1,143,22,44,66
PHY103_183,PHY103_Masked_364,Pharmacy,"web, ws",0,0,0,7,3,0,2,1,1,1,39,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,49,0,57,25,16,41
PHY103__183,PHY103_Masked_365,Agriculture,web,1,1,0,13,4,0,0,1,1,1,24,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,36,1,59,32,44,76
PHY103_184,PHY103_Masked_366,Pharmacy,"web, ws",2,2,0,19,2,0,0,1,1,0,45,2,7,0,15,0,0,0,0,0,0,0,0,0,1,0,4,8,4,22,57,0,96,48,30,78
PHY103__184,PHY103_Masked_367,Pharmacy,"web, ws",1,1,0,19,4,0,0,1,1,1,116,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,133,0,157,41,36,77
PHY103_185,PHY103_Masked_368,Pharmacy,web,0,0,0,20,7,0,0,1,1,0,26,0,7,0,8,0,0,0,0,0,0,0,0,0,1,0,17,0,12,1,39,0,70,38,26,64
PHY103__185,PHY103_Masked_369,Pharmacy,"web, ws",0,0,0,9,4,0,0,1,1,1,66,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,1,7,75,0,87,45,42,87
PHY103_186,PHY103_Masked_370,Pharmacy,ws,2,2,0,3,0,0,0,1,1,1,189,1,0,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10,194,0,215,48,0,0
PHY103__186,PHY103_Masked_371,Pharmacy,ws,2,2,0,10,3,0,0,1,1,1,17,2,0,0,15,0,0,0,0,0,0,0,0,0,2,0,2,0,4,20,26,0,54,41,32,73
PHY103_187,PHY103_Masked_372,Applied Medical Sciences,web,1,1,0,16,8,0,0,1,1,2,88,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,8,18,100,0,135,32,36,68
PHY103__187,PHY103_Masked_373,Pharmacy,"web, ws",1,1,0,48,0,0,0,1,1,0,55,1,8,0,20,0,0,0,0,0,0,0,0,0,0,25,5,0,20,19,66,1,136,34,30,64
PHY103_188,PHY103_Masked_374,Agriculture,web,1,1,0,9,10,0,0,1,1,1,70,1,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,77,0,114,37,28,65
PHY103__188,PHY103_Masked_375,Applied Medical Sciences,"web, ws",3,3,0,26,5,0,1,1,1,1,145,2,11,1,16,0,0,0,0,0,0,0,0,0,0,1,7,0,1,40,167,0,216,37,24,61
PHY103_189,PHY103_Masked_376,Agriculture,web,1,1,0,7,6,0,0,1,1,2,90,1,2,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,98,0,115,33,10,43
PHY103__189,PHY103_Masked_377,Agriculture,web,1,1,0,18,8,0,0,1,1,3,22,1,6,0,14,0,0,0,0,0,0,0,0,0,2,0,0,11,22,5,35,1,76,19,46,65
PHY103_190,PHY103_Masked_378,Pharmacy,"web, ws",1,1,0,31,4,0,1,1,1,2,42,1,5,0,26,0,0,0,0,0,0,0,0,0,0,1,2,20,14,25,54,0,116,41,28,69
PHY103__190,PHY103_Masked_379,Agriculture,"web, ws",1,1,0,7,1,0,0,1,1,1,124,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,131,0,144,35,0,0
PHY103_191,PHY103_Masked_380,Agriculture,"web, ws",1,1,0,17,4,0,1,1,1,1,53,1,18,0,18,0,0,0,0,0,0,0,0,0,0,3,7,0,4,33,70,0,117,37,14,51
PHY103__191,PHY103_Masked_381,Applied Medical Sciences,web,1,1,0,19,2,0,0,1,1,0,86,1,14,0,10,0,0,0,0,0,0,0,0,0,0,4,3,0,0,27,102,0,136,40,42,82
PHY103_192,PHY103_Masked_382,Pharmacy,"web, ws",3,3,0,5,2,0,0,1,1,1,161,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,170,0,183,31,22,53
PHY103__192,PHY103_Masked_383,Agriculture,web,1,1,0,23,7,0,0,1,1,1,50,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,11,13,69,0,94,37,24,61
PHY103_193,PHY103_Masked_384,Agriculture,web,2,2,0,20,9,0,0,1,1,1,128,2,25,0,19,0,0,0,0,0,0,0,0,0,0,8,6,0,7,50,139,0,210,23,38,61
PHY103__193,PHY103_Masked_385,Pharmacy,"web, ws",1,1,0,13,0,0,7,1,1,1,70,1,15,0,8,0,0,0,0,0,0,0,0,0,2,3,0,0,2,27,82,3,119,41,26,67
PHY103_194,PHY103_Masked_386,Pharmacy,web,1,1,0,18,4,0,0,1,1,1,75,1,11,0,16,0,0,0,0,0,0,0,0,0,0,6,5,1,5,29,84,0,130,40,32,72
PHY103__194,PHY103_Masked_387,Applied Medical Sciences,"web, ws",7,7,0,4,0,0,0,1,1,1,15,3,2,4,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,19,0,59,35,22,57
PHY103_195,PHY103_Masked_388,Applied Medical Sciences,web,0,0,0,2,0,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,39,20,59
PHY103__195,PHY103_Masked_389,Applied Medical Sciences,web,1,1,0,2,2,0,0,1,1,1,78,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,83,0,94,32,30,62
PHY103_196,PHY103_Masked_390,Pharmacy,web,1,1,0,7,3,0,0,1,1,1,122,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,132,0,146,24,38,62
PHY103__196,PHY103_Masked_391,Pharmacy,"web, ws",1,1,0,7,1,0,0,1,1,1,21,1,21,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,36,0,74,32,18,50
PHY103_197,PHY103_Masked_392,Pharmacy,"web, ws",1,1,0,12,1,0,0,1,1,1,231,1,2,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,11,237,0,254,42,42,84
PHY103__197,PHY103_Masked_393,Agriculture,"web, ws",1,1,0,15,3,0,3,2,2,2,35,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,5,31,44,2,83,36,28,64
PHY103_198,PHY103_Masked_394,Applied Medical Sciences,"web, ws",1,1,0,20,5,0,3,1,1,0,68,1,4,0,11,0,0,0,0,0,0,0,0,0,1,0,9,0,1,14,88,3,116,37,24,61
PHY103__198,PHY103_Masked_395,Pharmacy,web,1,1,0,4,0,0,0,1,1,1,19,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,0,37,40,28,68
PHY103_199,PHY103_Masked_396,Agriculture,"web, ws",1,1,0,16,5,0,2,1,1,2,44,1,14,0,34,0,0,0,0,0,0,0,0,1,1,1,0,0,16,52,51,0,122,28,26,54
PHY103__199,PHY103_Masked_397,Pharmacy,"web, ws",1,1,0,36,4,0,0,1,1,3,55,1,0,0,12,0,0,0,0,0,0,0,0,0,0,8,7,0,21,5,72,2,115,37,24,61
PHY103_200,PHY103_Masked_398,Pharmacy,"web, ws",1,1,0,9,3,0,3,1,1,1,92,1,4,0,21,0,0,0,0,0,0,0,0,0,0,0,7,1,15,7,108,0,138,40,28,68
PHY103__200,PHY103_Masked_399,Pharmacy,"web, ws",1,1,0,27,3,0,0,1,1,1,63,1,0,0,4,0,0,0,0,0,0,0,0,0,0,6,1,0,10,7,79,0,103,44,46,90
PHY103_201,PHY103_Masked_400,Pharmacy,web,0,0,0,17,4,0,0,1,1,3,72,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,9,1,8,7,79,0,108,42,12,54
PHY103__201,PHY103_Masked_401,Applied Medical Sciences,"web, ws",2,2,0,13,3,0,0,1,1,0,89,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,105,0,121,43,36,79
PHY103_202,PHY103_Masked_402,Agriculture,"web, ws",1,1,0,15,0,0,0,1,1,3,75,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,92,1,110,22,18,40
PHY103__202,PHY103_Masked_403,Agriculture,"web, ws",1,1,0,21,2,0,7,2,2,2,88,1,0,0,3,0,0,0,0,0,0,0,0,0,1,8,2,0,1,25,93,0,130,37,20,57
PHY103_203,PHY103_Masked_404,Pharmacy,web,1,1,0,6,3,0,0,1,1,1,140,1,1,0,8,0,0,0,0,0,0,0,0,0,1,3,2,0,1,12,145,0,164,37,18,55
PHY103__203,PHY103_Masked_405,Pharmacy,"web, ws",1,1,0,13,0,0,0,1,1,1,123,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,135,0,149,46,24,70
PHY103_204,PHY103_Masked_406,Applied Medical Sciences,"web, ws",1,1,0,29,5,0,6,1,1,1,154,1,5,0,24,0,0,0,0,0,0,0,0,0,2,6,1,0,14,30,169,7,229,33,24,57
PHY103__204,PHY103_Masked_407,Agriculture,"web, ws",3,3,0,27,2,0,2,1,1,1,80,1,5,2,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,18,107,0,133,29,28,57
PHY103_205,PHY103_Masked_408,Pharmacy,"web, ws",2,2,1,31,6,0,1,1,1,1,58,1,6,1,7,0,0,0,0,0,0,0,0,0,1,7,4,8,8,19,72,0,119,42,28,70
PHY103__205,PHY103_Masked_409,Agriculture,web,1,1,0,55,4,0,0,1,1,0,145,1,7,0,7,0,0,0,0,0,0,0,0,0,1,9,9,9,26,1,166,2,223,26,14,40
PHY103_206,PHY103_Masked_410,Agriculture,web,1,1,0,35,1,0,0,1,1,1,108,1,8,0,7,0,0,0,0,0,0,0,0,0,2,15,12,0,1,20,115,0,165,25,36,61
PHY103__206,PHY103_Masked_411,Pharmacy,web,1,1,0,9,4,0,0,1,1,1,37,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,45,0,65,41,36,77
PHY103_207,PHY103_Masked_412,Pharmacy,web,3,3,0,18,10,0,0,1,1,0,15,3,8,0,25,0,0,0,0,0,0,0,0,0,0,6,9,0,1,14,57,0,87,42,0,0
PHY103__207,PHY103_Masked_413,Applied Medical Sciences,web,0,0,0,33,7,0,0,1,1,1,35,0,0,0,15,0,0,0,0,0,0,0,0,0,1,1,4,1,17,8,59,2,93,34,38,72
PHY103_208,PHY103_Masked_414,Pharmacy,"web, ws",0,0,0,15,5,0,0,1,1,1,59,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,75,0,91,44,28,72
PHY103__208,PHY103_Masked_415,Pharmacy,"web, ws",1,1,0,4,2,0,0,1,1,1,100,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,3,13,106,0,123,44,28,72
PHY103_209,PHY103_Masked_416,Pharmacy,"web, ws",2,2,0,6,0,0,2,1,1,2,78,2,4,0,12,0,0,0,0,0,0,0,0,0,0,2,1,1,0,22,86,0,112,44,32,76
PHY103__209,PHY103_Masked_417,Pharmacy,web,2,2,0,66,6,0,4,1,1,2,130,1,39,1,22,0,0,0,0,0,0,0,0,0,0,0,13,31,34,56,143,0,277,37,46,83
PHY103_210,PHY103_Masked_418,Applied Medical Sciences,web,1,1,0,2,1,0,0,1,1,1,114,1,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,1,12,119,0,135,35,24,59
PHY103__210,PHY103_Masked_419,Pharmacy,"web, ws",1,1,1,26,3,0,0,1,1,1,32,1,15,0,25,0,0,0,0,0,0,0,0,0,1,1,1,0,30,35,40,0,108,44,30,74
PHY103_211,PHY103_Masked_420,Agriculture,web,2,2,0,7,0,0,0,1,0,1,16,1,22,1,7,0,0,0,0,0,0,0,0,0,1,5,0,0,3,32,19,0,60,36,36,72
